2024-10-26 19:10:34,485: Key.caps_lock
2024-10-26 19:10:35,984: Key.caps_lock
2024-10-26 19:10:36,185: 't'
2024-10-26 19:10:36,347: 'h'
2024-10-26 19:10:36,498: 'e'
2024-10-26 19:10:36,693: Key.space
2024-10-26 19:10:39,672: 'n'
2024-10-26 19:10:39,788: 'a'
2024-10-26 19:10:39,958: 'm'
2024-10-26 19:10:40,785: 'e'
2024-10-26 19:10:40,947: Key.space
2024-10-26 19:10:41,173: 'i'
2024-10-26 19:10:41,302: 's'
2024-10-26 19:10:41,547: Key.space
2024-10-26 19:10:42,196: 'b'
2024-10-26 19:10:42,421: 'i'
2024-10-26 19:10:42,675: 'n'
2024-10-26 19:10:44,666: Key.backspace
2024-10-26 19:10:44,862: Key.backspace
2024-10-26 19:10:49,551: 'o'
2024-10-26 19:10:49,819: 'n'
2024-10-26 19:10:50,810: 'd'
2024-10-26 19:10:51,034: Key.space
2024-10-26 19:10:52,298: 'j'
2024-10-26 19:10:52,463: 'a'
2024-10-26 19:10:52,658: 'n'
2024-10-26 19:10:54,211: Key.backspace
2024-10-26 19:10:54,834: 'm'
2024-10-26 19:10:54,941: 'e'
2024-10-26 19:10:55,135: 's'
2024-10-26 19:10:55,412: Key.space
2024-10-26 19:10:56,096: 'b'
2024-10-26 19:10:56,311: 'o'
2024-10-26 19:10:56,552: 'n'
2024-10-26 19:10:57,317: 'd'
2024-10-26 19:10:58,114: Key.space
2024-10-26 19:10:58,279: 'a'
2024-10-26 19:10:58,425: 'n'
2024-10-26 19:10:58,605: 'd'
2024-10-26 19:10:58,694: Key.space
2024-10-26 19:10:59,369: 'i'
2024-10-26 19:10:59,598: Key.space
2024-10-26 19:10:59,803: 'h'
2024-10-26 19:10:59,943: 'a'
2024-10-26 19:11:00,133: 'v'
2024-10-26 19:11:00,833: 'e'
2024-10-26 19:11:01,208: 'a'
2024-10-26 19:11:01,399: Key.space
2024-10-26 19:11:02,031: 'l'
2024-10-26 19:11:02,277: 'i'
2024-10-26 19:11:03,492: 'c'
2024-10-26 19:11:03,682: 'n'
2024-10-26 19:11:05,236: 's'
2024-10-26 19:11:05,411: 'e'
2024-10-26 19:11:05,870: Key.space
2024-10-26 19:11:06,410: 'r'
2024-10-26 19:11:08,214: Key.backspace
2024-10-26 19:11:08,621: 't'
2024-10-26 19:11:09,105: 'o'
2024-10-26 19:11:09,705: Key.space
2024-10-26 19:11:10,283: 'l'
2024-10-26 19:11:10,510: 'i'
2024-10-26 19:11:10,779: 'l'
2024-10-26 19:11:10,920: 'l'
2024-10-26 19:11:13,747: 'a'
2024-10-26 19:11:14,241: 'n'
2024-10-26 19:11:14,457: 'd'
2024-10-26 19:11:14,953: Key.space
2024-10-26 19:11:15,416: 'a'
2024-10-26 19:11:15,867: Key.space
2024-10-26 19:11:17,192: 'v'
2024-10-26 19:11:17,307: 'e'
2024-10-26 19:11:17,530: 'r'
2024-10-26 19:11:17,697: 'y'
2024-10-26 19:11:17,941: Key.space
2024-10-26 19:11:18,177: 'g'
2024-10-26 19:11:18,393: 'o'
2024-10-26 19:11:18,530: 'o'
2024-10-26 19:11:18,756: 'd'
2024-10-26 19:11:18,950: Key.space
2024-10-26 19:11:19,826: 'v'
2024-10-26 19:11:20,091: 'i'
2024-10-26 19:11:20,522: 'e'
2024-10-26 19:11:20,716: 'w'
2024-10-26 19:11:21,560: Key.space
2024-10-26 19:11:21,883: 't'
2024-10-26 19:11:22,072: 'o'
2024-10-26 19:11:22,380: Key.space
2024-10-26 19:11:23,012: 'a'
2024-10-26 19:11:23,356: Key.space
2024-10-26 19:11:24,016: 'l'
2024-10-26 19:11:25,708: 'k'
2024-10-26 19:11:25,875: 'i'
2024-10-26 19:11:26,075: 'l'
2024-10-26 19:11:26,221: 'l'
2024-10-26 19:11:32,328: Key.esc
2024-10-26 19:15:29,170: 'w'
2024-10-26 19:15:29,524: 'e'
2024-10-26 19:15:30,413: 'l'
2024-10-26 19:15:30,587: 'l'
2024-10-26 19:15:32,504: 'm'
2024-10-26 19:15:32,734: 'i'
2024-10-26 19:15:32,884: 's'
2024-10-26 19:15:33,479: 's'
2024-10-26 19:15:34,203: 'm'
2024-10-26 19:15:34,422: 'o'
2024-10-26 19:15:35,688: 'n'
2024-10-26 19:15:35,851: 'e'
2024-10-26 19:15:36,097: 'y'
2024-10-26 19:15:38,988: Key.space
2024-10-26 19:15:39,311: 'p'
2024-10-26 19:15:39,971: 'e'
2024-10-26 19:15:40,292: 'n'
2024-10-26 19:15:40,426: 'n'
2024-10-26 19:15:40,638: 'y'
2024-10-26 19:15:42,003: Key.space
2024-10-26 19:15:42,356: 'i'
2024-10-26 19:15:42,656: Key.space
2024-10-26 19:15:42,992: 't'
2024-10-26 19:15:43,196: 'h'
2024-10-26 19:15:43,476: 'i'
2024-10-26 19:15:43,710: 'n'
2024-10-26 19:15:43,942: 'k'
2024-10-26 19:15:44,586: Key.space
2024-10-26 19:15:45,066: 'y'
2024-10-26 19:15:45,375: 'o'
2024-10-26 19:15:45,642: 'u'
2024-10-26 19:15:45,894: Key.space
2024-10-26 19:15:46,106: 'h'
2024-10-26 19:15:46,384: 'a'
2024-10-26 19:15:46,685: 'v'
2024-10-26 19:15:47,541: 'e'
2024-10-26 19:15:47,749: Key.space
2024-10-26 19:15:48,071: 'm'
2024-10-26 19:15:48,305: 'i'
2024-10-26 19:15:48,481: 's'
2024-10-26 19:15:48,705: 't'
2024-10-26 19:15:48,836: 'a'
2024-10-26 19:15:49,631: 'k'
2024-10-26 19:15:49,980: 'e'
2024-10-26 19:15:50,230: 'n'
2024-10-26 19:15:50,921: Key.space
2024-10-26 19:15:51,160: 'f'
2024-10-26 19:15:51,411: 'o'
2024-10-26 19:15:51,591: 'r'
2024-10-26 19:15:51,861: Key.space
2024-10-26 19:15:52,084: 's'
2024-10-26 19:15:52,336: 'o'
2024-10-26 19:15:52,561: 'm'
2024-10-26 19:15:52,765: 'e'
2024-10-26 19:15:53,031: Key.space
2024-10-26 19:15:53,681: 'l'
2024-10-26 19:15:53,850: 'o'
2024-10-26 19:15:54,286: 'v'
2024-10-26 19:15:54,462: 'e'
2024-10-26 19:15:54,661: 'r'
2024-10-26 19:15:55,491: 'b'
2024-10-26 19:15:55,787: 'o'
2024-10-26 19:15:56,151: 'y'
2024-10-26 19:15:58,807: Key.esc
